"opendate","st.address","city","state","long","lat","type"
1991-01-30,"1680 PACKARD HWY","Charlotte","MI",-84.8228,42.580076,"SuperCenter"
1991-01-30,"825 EAST GREEN BAY AVENUE","Saukville","WI",-87.95887,43.394676,"Wal-MartStore"
1991-02-27,"620 DUNDEE AVENUE","East Dundee","IL",-88.28891,42.101502,"Wal-MartStore"
1991-02-27,"9990 BELVEDERE ROAD","West Palm Beach","FL",-80.22077,26.719596,"SuperCenter"
1991-02-27,"11701 METCALF","Overland Park","KS",-94.70473,38.924739,"Wal-MartStore"
1991-02-27,"4101 W VERNON AVENUE","Kinston","NC",-77.62481,35.264739,"SuperCenter"
1991-02-27,"157 PARAGON PARKWAY","Clyde","NC",-82.93536,35.60089,"Wal-MartStore"
1991-03-01,"333 S 10th St","Greencastle","IN",-86.831731,39.637245,"DistributionCenter"
1991-03-01,"21504 Cox Rd","Sutherland","VA",-77.534333,37.194965,"DistributionCenter"
1991-04-02,"4617 EAST BELL ROAD","Phoenix","AZ",-112.00416,33.62414,"Wal-MartStore"
1991-04-02,"1200 MARKETPLACE DRIVE","Henrietta","NY",-77.6352,43.087613,"SuperCenter"
1991-04-02,"2000 W MEMORIAL ROAD","The Village","OK",-97.57152,35.612359,"SuperCenter"
1991-04-02,"1711 HWY 10 WEST","Dilworth","MN",-96.70242,46.878062,"Wal-MartStore"
1991-04-02,"2150 EAST NATIONAL AVENUE","Brazil","IN",-87.12738,39.52503,"Wal-MartStore"
1991-04-02,"1900 CUNNINGHAM DRIVE","Hampton","VA",-76.40711,37.050946,"SuperCenter"
1991-04-02,"515 50TH AVENUE WEST","Alexandria","MN",-95.38287,45.88645,"Wal-MartStore"
1991-04-02,"1901 22ND AVENUE SW","Minot","ND",-101.28579,48.19983,"Wal-MartStore"
1991-04-02,"6304 NORTH 99TH STREET","Omaha","NE",-96.04609,41.348081,"SuperCenter"
1991-04-02,"1700 SO. 13TH ST.","Decatur","IN",-84.93704,40.831351,"SuperCenter"
1991-04-02,"921 25TH STREET SW","Jamestown","ND",-98.72826,46.906983,"Wal-MartStore"
1991-04-02,"1000 MEMORIAL DRIVE","Pulaski","VA",-80.7728,37.053297,"Wal-MartStore"
1991-04-02,"3300 HIGHWAY 210 WEST","Fergus Falls","MN",-96.06798,46.282084,"Wal-MartStore"
1991-04-30,"380 33RD AVENUE SOUTH","St. Cloud","MN",-94.20649,45.526066,"Wal-MartStore"
1991-06-04,"4475 24TH AVENUE","Port Huron","MI",-82.48614,43.088742,"Wal-MartStore"
1991-06-04,"2300 WEST STATE ROUTE 18","Tiffin","OH",-83.17658,41.12071,"Wal-MartStore"
1991-06-04,"2205 HARRISON ROAD SE","Thomson","GA",-82.5028,33.490536,"SuperCenter"
1991-06-04,"4801 W CLARA LANE","Muncie","IN",-85.43636,40.215398,"SuperCenter"
1991-06-04,"3304 EASTWAY DRIVE","Charlotte","NC",-80.79221,35.222406,"Wal-MartStore"
1991-06-04,"16280 DRESDEN AVE","East Liverpool","OH",-80.57469,40.641545,"SuperCenter"
1991-06-04,"4848 SO. 900 WEST ST","Riverdale","UT",-111.9675,41.165551,"SuperCenter"
1991-07-02,"2555 WEST APACHE TRAIL","Apache Junction","AZ",-111.5762,33.416083,"SuperCenter"
1991-07-02,"3738 N.BATTLEGROUND AVE.","Greensboro","NC",-79.88291,36.116854,"Wal-MartStore"
1991-07-02,"10180 US HWY 522 SOUTH","Lewiston","PA",-77.5774,40.595359,"SuperCenter"
1991-07-02,"100 ELM RIDGE CENTER DR","Greece","NY",-77.70626,43.214613,"Wal-MartStore"
1991-07-02,"1750 WEST LACEY BLVD.","Hanford","CA",-119.6451,36.327063,"Wal-MartStore"
1991-07-02,"3770 SOUTH HIGHWAY 395","Carson City","NV",-119.79896,39.091507,"SuperCenter"
1991-07-02,"7295 GLORY ROAD","Baxter","MN",-94.27017,46.347175,"SuperCenter"
1991-07-02,"150 WESTERN AVENUE","Faribault","MN",-93.28732,44.29478,"Wal-MartStore"
1991-07-02,"60 WEST BROMLEY LANE","Brighton","CO",-104.82407,39.973251,"SuperCenter"
1991-07-02,"1116 CROSSROADS DRIVE","Statesville","NC",-80.87988,35.840579,"SuperCenter"
1991-07-02,"180 LEBANON TRADE CENTER","Lebanon","KY",-85.25148,37.565894,"Wal-MartStore"
1991-07-02,"657 PHOENIX DRIVE","Virginia Beach","VA",-76.09333,36.839209,"Wal-MartStore"
1991-07-02,"1328 HOOKSETT ROAD","Hooksett","NH",-71.44412,43.058785,"Wal-MartStore"
1991-07-02,"800 FOXCROFT AVENUE","Martinsburg","WV",-77.95767,39.463781,"SuperCenter"
1991-07-02,"950 HWY 80 EAST","Clinton","MS",-90.33224,32.347295,"SuperCenter"
1991-07-02,"5401 BEACON DRIVE","Irondale","AL",-86.66963,33.546051,"Wal-MartStore"
1991-07-02,"2500 TIFFIN AVENUE","Findlay","OH",-83.64576,41.037325,"SuperCenter"
1991-07-31,"2203 LOVERIDGE ROAD","Pittsburg","CA",-121.90502,38.017917,"Wal-MartStore"
1991-07-31,"2601 FASHION PLACE","Bakersfield","CA",-118.92268,35.396411,"Wal-MartStore"
1991-07-31,"1800 1ST AVENUE NE","Little Falls","MN",-94.37183,45.994029,"Wal-MartStore"
1991-07-31,"W226/SOUTH 1500 HWY 164","Waukesha","WI",-88.20924,43.015289,"Wal-MartStore"
1991-07-31,"6131 EAST SOUTHERN AVE.","Mesa","AZ",-111.72452,33.400306,"SuperCenter"
1991-07-31,"110 BERLIN ROAD","Weston","WV",-80.47731,39.04101,"Wal-MartStore"
1991-07-31,"40130 10TH ST. WEST","Palmdale","CA",-118.18495,34.606146,"SuperCenter"
1991-07-31,"3915 GATEWAY DRIVE","Eau Claire","WI",-91.48065,44.780427,"SuperCenter"
1991-07-31,"7904 SOUTH 83RD STREET","La Vista","NE",-96.05318,41.183458,"Wal-MartStore"
1991-07-31,"2500 EAST LAKE SHORE DRIVE","Ashland","WI",-90.89707,46.577191,"Wal-MartStore"
1991-07-31,"2448 CHESAPEAKE SQ RING ROAD","Chesapeake","VA",-76.41524,36.826239,"SuperCenter"
1991-07-31,"4420 SCATTERFIELD ROAD","Anderson","IN",-85.67672,40.061092,"Wal-MartStore"
1991-09-11,"223 COUNTY ROAD 410","South Point","OH",-82.55774,38.438617,"SuperCenter"
1991-09-11,"2020 NORTH 75TH AVE.","Phoenix","AZ",-112.1875,33.472492,"SuperCenter"
1991-09-11,"2710 NORTH MAIN STREET","High Point","NC",-80.00628,36.017647,"Wal-MartStore"
1991-09-11,"2936 EAST 79TH AVENUE","Merrillville","IN",-87.34024,41.487369,"SuperCenter"
1991-09-11,"377 NORTH ROLLING MEADOWS DRIV","Fond Du Lac","WI",-88.4281,43.769889,"SuperCenter"
1991-09-11,"1135 BERKSHIRE BLVD","Wyomissing","PA",-75.97099,40.335023,"Wal-MartStore"
1991-09-11,"730 EAST HWY 66","Tell City","IN",-86.73903,37.971622,"SuperCenter"
1991-09-11,"2863 HERITAGE DRIVE","Delafield","WI",-88.39844,43.05348,"Wal-MartStore"
1991-09-11,"3107 MARKET PLACE","Onalaska","WI",-91.22963,43.899664,"SuperCenter"
1991-09-11,"2100 PARK ROAD","Connersville","IN",-85.14929,39.644794,"Wal-MartStore"
1991-09-11,"3501 ROUTE 42","Turnersville","NJ",-75.05678,39.784614,"SuperCenter"
1991-10-01,"3705 TOWER AVENUE","Superior","WI",-92.09474,46.684273,"SuperCenter"
1991-10-01,"950 EAST GREENVILLE PIKE","Winchester","IN",-84.97922,40.173141,"SuperCenter"
1991-10-01,"9265 WEST 159TH STREET","Orland Hills","IL",-87.80389,41.5738,"Wal-MartStore"
1991-10-01,"10617 E. WASHINGTON","Indianapolis","IN",-85.97356,39.795025,"SuperCenter"
1991-10-01,"5180 SONOMA BLVD","Vallejo","CA",-122.25074,38.152068,"Wal-MartStore"
1991-10-01,"16086 CONNEAUT LAKE RD","Meadville","PA",-80.15214,41.637502,"SuperCenter"
1991-10-01,"1550 NORTH CASS STREET","Wabash","IN",-85.82953,40.795068,"Wal-MartStore"
1991-10-01,"6590 GRAND AVENUE","Gurnee","IL",-87.93517,42.375821,"Wal-MartStore"
1991-10-01,"524  S FREMONT","Shenandoah","IA",-95.36514,40.750107,"Wal-MartStore"
1991-10-01,"5469 SOUTH REDWOOD ROAD","Murray","UT",-111.92226,40.659514,"SuperCenter"
1991-10-01,"1200 NORTH MAIN","Suffolk","VA",-76.59656,36.735893,"SuperCenter"
1991-10-01,"364 US 70 WEST, SUITE 1","Marion","NC",-82.01719,35.709124,"Wal-MartStore"
1991-10-01,"745 WEST HILL FIELD ROAD","Layton","UT",-111.97625,41.07221,"SuperCenter"
1991-10-01,"955 LOWER HEARD STREET","Elberton","GA",-82.825,34.119972,"Wal-MartStore"
1991-10-01,"1546 MARION-MT. GILEAD ROAD","Marion","OH",-83.12173,40.589747,"SuperCenter"
1991-11-04,"3050 NORTH HWY 69","Prescott","AZ",-112.44726,34.589477,"SuperCenter"
1991-11-05,"3900 WARDS ROAD","Lynchburg","VA",-79.21525,37.362109,"SuperCenter"
1991-11-05,"1881 MADISON AVENUE","Mankato","MN",-93.99388,44.15644,"SuperCenter"
1991-11-05,"1275 NO. HERMITAGE ROAD","Hermitage","PA",-80.45797,41.232543,"SuperCenter"
1991-11-05,"6535 GRAYSON ROAD","Harrisburg","PA",-76.80298,40.264389,"SuperCenter"
1991-11-05,"1650 WEST VALENCIA","Tucson","AZ",-111.04599,32.126223,"SuperCenter"
1991-11-05,"2900 MAIN STREET","Susanville","CA",-120.67685,40.474951,"Wal-MartStore"
1991-11-05,"930 EAST MOUNT PROSPECT PLAZA","Mount Prospect","IL",-87.93621,42.065427,"Wal-MartStore"
1991-11-05,"72 BEDFORD SQUARE","Everett","PA",-78.36456,40.003997,"Wal-MartStore"
1991-11-05,"5650 SOUTH CHAMBERS ROAD","Aurora","CO",-104.77723,39.623896,"SuperCenter"
1991-11-05,"4224 NORTH PROSPECT","Decatur","IL",-88.95637,39.878041,"SuperCenter"
1991-11-05,"2050 WEST REDLANDS BLVD","Redlands","CA",-117.16888,34.063264,"Wal-MartStore"
1991-11-05,"8465 ELK GROVE BLVD","Elk Grove","CA",-121.43673,38.406432,"Wal-MartStore"
1991-11-05,"1855 STATE ROUTE 5 & 20","Seneca Falls","NY",-76.87027,42.911377,"Wal-MartStore"
1991-11-05,"2016 N WAYNE ST.","Angola","IN",-85.0223,41.656798,"SuperCenter"
1991-11-05,"2071 NORTH MAIN STREET","Canton","IL",-90.02794,40.552853,"Wal-MartStore"
1991-11-05,"8155 ELLIOTT ROAD","Easton","MD",-76.0782,38.777863,"Wal-MartStore"
1991-11-05,"150 SOLOMONS ISLAND RD NRTH","Prince Frederick","MD",-76.58432,38.535116,"Wal-MartStore"
1991-11-05,"1001 HWY 1 WEST","Iowa City","IA",-91.56058,41.650916,"Wal-MartStore"
1991-11-05,"1221 EAST MAIN STREET","Marshall","MN",-95.77281,44.446885,"SuperCenter"
1991-11-05,"1640 SOUTH WASHINGTON STREET","Millersburg","OH",-81.87856,40.542339,"SuperCenter"
1991-11-05,"171 BURGESS ROAD","Harrisonburg","VA",-78.88153,38.426786,"SuperCenter"
1991-11-05,"822 BROADWAY","Berlin","WI",-88.95413,43.978561,"Wal-MartStore"
1991-11-05,"1660 TAPPAHANNOCK BLVD","Tappahannock","VA",-76.90656,37.916172,"SuperCenter"
1991-11-05,"404 ARROWHEAD","Denison","IA",-95.35379,42.019336,"Wal-MartStore"
1991-11-05,"939 N.DUPONT HWY","Milford","DE",-75.41449,38.922806,"SuperCenter"
1991-11-05,"1902 EMPIRE BLVD","Webster","NY",-77.45364,43.220991,"Wal-MartStore"
1991-11-05,"2245A ASHLEY CROSSING DRIVE","Charleston","SC",-80.05353,32.821238,"Wal-MartStore"
1991-11-05,"6600 GLENWOOD AVENUE","Raleigh","NC",-78.70161,35.847788,"Wal-MartStore"
1991-11-05,"3850 E GRAND RIVER","Howell","MI",-83.91835,42.612243,"SuperCenter"
1991-12-31,"3950 AUSTIN PEAY HIGHWAY","Memphis","TN",-89.92588,35.219882,"Wal-MartStore"
1991-12-31,"4400 EAST 2ND STREET","Casper","WY",-106.27255,42.844915,"SuperCenter"
1991-12-31,"7001 WEST BRANCH HWY","Lewisburg","PA",-76.9139,40.965348,"Wal-MartStore"
1991-12-31,"1601 US HWY 231 SOUTH","Crawfordsville","IN",-86.89143,40.034554,"Wal-MartStore"
1991-12-31,"17850 GARLAND GROH B","Hagerstown","MD",-77.73025,39.633946,"SuperCenter"
1991-12-31,"1730 NO. GARFIELD ROAD","Pierre","SD",-100.29145,44.425356,"SuperCenter"
1991-12-31,"#5 TYGART VALLEY MALL","Fairmont","WV",-80.13936,39.470949,"Wal-MartStore"
1991-12-31,"21400 PERRY STREET","Big Rapids","MI",-85.47815,43.697651,"SuperCenter"
1991-12-31,"1550 SCENIC HIGHWAY","Snellville","GA",-84.01807,33.860955,"SuperCenter"
1991-12-31,"5101 SE 14TH STREET","Des Moines","IA",-93.58072,41.537059,"SuperCenter"
1991-12-31,"5331 SALEM STREET","Trotwood","OH",-84.30196,39.802606,"Wal-MartStore"
1991-12-31,"990 ROUTE 5 & 20","Geneva","NY",-76.99394,42.853039,"Wal-MartStore"
1991-12-31,"2610 NO PROSPECT AVE","Champaign","IL",-88.2733,40.108631,"SuperCenter"
1991-12-31,"1574 NORTH DUPONT HWY.","Dover","DE",-75.51163,39.16426,"Wal-MartStore"
1991-12-31,"201 WALTON ROAD","Harlan","KY",-83.31856,36.828285,"Wal-MartStore"
1991-12-31,"3000 SOUTH HORNER BLVD.","Sanford","NC",-79.16415,35.458804,"Wal-MartStore"
1992-02-04,"2150 WILKES BARRE TWNSP MKTPL","Wilkes-Barre","PA",-75.87254,41.236331,"SuperCenter"
1992-02-04,"1906 FORT JONES ROAD","Yreka","CA",-122.64479,41.749249,"Wal-MartStore"
1992-02-04,"15885 SW 88TH STREET","Kendall","FL",-80.40947,25.662292,"Wal-MartStore"
1992-02-04,"1120 S. MT. VERNON AVENUE","Colton","CA",-117.31995,34.061931,"Wal-MartStore"
1992-02-04,"1501 HELEN POWER DRIVE","Vacaville","CA",-121.95333,38.34401,"Wal-MartStore"
1992-02-04,"1111 NORTH MISSOURI AVENUE","Largo","FL",-82.80122,27.916149,"Wal-MartStore"
1992-02-04,"1621 EAST M-21","Owosso","MI",-84.17896,42.99605,"SuperCenter"
1992-02-04,"1455 LAKE-COOK ROAD","Wheeling","IL",-87.92958,42.131526,"Wal-MartStore"
1992-02-04,"1300 TRUNK HWY 15 S.","Hutchinson","MN",-94.38604,44.896255,"SuperCenter"
1992-02-04,"1755 SOUTH WEST AVENUE","Freeport","IL",-89.63208,42.300918,"Wal-MartStore"
1992-02-04,"3601 EAST MAIN","Richmond","IN",-84.89067,39.831061,"SuperCenter"
1992-02-04,"1380 WEST ELLIOTT ROAD","Tempe","AZ",-111.93155,33.365951,"SuperCenter"
1992-02-04,"2560 NORTH PERRIS BLVD","Perris","CA",-117.21514,33.822068,"Wal-MartStore"
1992-02-04,"430 HIGH STREET","Somersworth","NH",-70.87549,43.253783,"SuperCenter"
1992-02-04,"3921 WILDER ROAD","Bay City","MI",-83.9162,43.607523,"SuperCenter"
1992-02-04,"30 MANCHESTER ROAD","Derry","NH",-71.30019,42.886486,"Wal-MartStore"
1992-02-04,"4625 REDWOOD DRIVE","Rohnert Park","CA",-122.69537,38.347174,"Wal-MartStore"
1992-02-04,"6819 WALTONS LANE","Gloucester","VA",-76.52959,37.414991,"SuperCenter"
1992-02-04,"379 W. PONTOON ROAD","Granite City","IL",-90.11431,38.720938,"Wal-MartStore"
1992-02-04,"270 LAFAYETTE ROAD","Seabrook","NH",-70.85466,42.88439,"Wal-MartStore"
1992-02-04,"1001 73RD STREET","Des Moines","IA",-93.68076,41.601189,"SuperCenter"
1992-03-01,"4224 Kettering Rd","Brooksville","FL",-82.22007,28.492059,"DistributionCenter"
1992-03-01,"1300 S F St","Porterville","CA",-119.021094,36.042471,"DistributionCenter"
1992-03-01,"3880 Southwest Blvd","Grove City","OH",-83.106504,39.892862,"DistributionCenter"
1992-03-01,"23701 W South Ave","Buckeye","AZ",-112.560618,33.391427,"DistributionCenter"
1992-03-03,"5851 N.W. 177TH ST.","Hialeah","FL",-80.3182,25.938687,"SuperCenter"
1992-03-03,"210 HWY #2 WEST","Devils Lake","ND",-98.87752,48.122688,"Wal-MartStore"
1992-03-03,"1000 NORTH WICKHAM R","Melbourne","FL",-80.65077,28.13926,"SuperCenter"
1992-03-03,"4740 MALL DRIVE","Hermantown","MN",-92.18242,46.821489,"Wal-MartStore"
1992-03-03,"1355 S SANDHILL RD","Orem","UT",-111.71067,40.278086,"SuperCenter"
1992-03-03,"3600 WASHBURN WAY","Klamath Falls","OR",-121.70298,42.169323,"SuperCenter"
1992-03-03,"3290 SOUTH SANTIAM HWY","Lebanon","OR",-122.85512,44.527304,"SuperCenter"
1992-03-03,"2131 WEST GALENA BLVD.","Aurora (W)","IL",-88.35254,41.766029,"Wal-MartStore"
1992-04-01,"11930 ACTON LANE","Waldorf","MD",-76.86008,38.634306,"Wal-MartStore"
1992-04-01,"1018 RILEY STREET","Folsom","CA",-121.15783,38.672127,"Wal-MartStore"
1992-04-01,"2028 NORTH CENTER AVE","Somerset","PA",-79.1105,40.02847,"SuperCenter"
1992-04-01,"3100 JOHNSON FERRY ROAD","Marietta","GA",-84.47464,33.99605,"Wal-MartStore"
1992-04-01,"12401 JEFFERSON","Newport News","VA",-76.5183,37.115698,"SuperCenter"
1992-04-01,"321 YELLOWSTONE AVENUE","Cody","WY",-109.20826,44.566114,"SuperCenter"
1992-04-01,"7412 STREAM WALK LANE","Manassas","VA",-77.51294,38.790202,"Wal-MartStore"
1992-05-05,"4540 MAIN ST. B 3079","Shallotte","NC",-78.412864,33.933388,"SuperCenter"
1992-05-05,"20245 ROUTE 19","Evans City","PA",-80.11374,40.700423,"Wal-MartStore"
1992-05-05,"1500 SOUTH CENTERVILLE ROAD","Sturgis","MI",-85.43234,41.822244,"SuperCenter"
1992-05-05,"10260 SOUTH HARLEM AVENUE","Bridgeview","IL",-87.80678,41.742432,"Wal-MartStore"
1992-05-05,"3025 LANCASTER DRIVE NE","Salem (N)","OR",-122.95801,44.995029,"SuperCenter"
1992-06-02,"3191 COUNTY RD #10","Canandaigua","NY",-77.29466,42.85297,"Wal-MartStore"
1992-06-02,"17251 FOOTHILL BLVD.","Fontana","CA",-117.45213,34.088911,"Wal-MartStore"
1992-06-02,"4001 COLLEGE AVE","Bluefield","VA",-81.3367,37.222548,"SuperCenter"
1992-06-02,"5900 PERKIOMEN AVENUE","Reading (E)","PA",-75.87002,40.327741,"Wal-MartStore"
1992-06-02,"872 ROUTE 13","Cortland","NY",-76.19217,42.591109,"Wal-MartStore"
1992-06-02,"2700 WEST BROADWAY","Princeton","IN",-87.57478,38.34841,"Wal-MartStore"
1992-06-02,"425 US HWY 30 WEST","Carroll","IA",-94.86786,42.066399,"Wal-MartStore"
1992-06-30,"1901 MARKET WAY","Watertown","WI",-88.73058,43.170606,"SuperCenter"
1992-06-30,"7083 WEST 48TH ST.","Fremont","MI",-85.95005,43.464943,"SuperCenter"
1992-06-30,"85 ROUTE 101A","Amherst","NH",-71.6082,42.854886,"SuperCenter"
1992-06-30,"1121 EAST CARO ROAD","Caro","MI",-83.3881,43.490117,"SuperCenter"
1992-06-30,"1170 NORTH MILITARY HWY.","Norfolk","VA",-76.21233,36.855247,"SuperCenter"
1992-06-30,"7106 KNIGHTDALE BLVD","Knightdale","NC",-78.48345,35.790516,"Wal-MartStore"
1992-06-30,"1350 NORTH FIRST ST.","Hermiston","OR",-119.28423,45.846442,"SuperCenter"
1992-06-30,"2523 E HWY 76","Marion","SC",-79.396,34.164094,"Wal-MartStore"
1992-08-04,"13425 COMMUNITY ROAD","Poway","CA",-117.03701,32.973645,"Wal-MartStore"
1992-08-04,"900 SOUTH ROUTE 83","Villa Park","IL",-87.97813,41.880429,"Wal-MartStore"
1992-08-04,"30 TRINITY POINT DR","Washington","PA",-80.25185,40.170663,"SuperCenter"
1992-08-04,"701 GRAND CENTRAL AV","Vienna","WV",-81.54206,39.323907,"SuperCenter"
1992-08-04,"1360 TOWN CENTRE DRIVE","Eagan","MN",-93.13378,44.804048,"Wal-MartStore"
1992-08-04,"451 PAYNE ROAD","Scarborough","ME",-70.35268,43.583224,"Wal-MartStore"
1992-08-04,"100 LUNGER DRIVE","Bloomsburg","PA",-76.43982,41.013364,"SuperCenter"
1992-08-04,"400 FOREST GATE CENTER","Pisgah Forest","NC",-82.67373,35.272331,"Wal-MartStore"
1992-08-04,"2950 NEW PINERY ROAD","Portage","WI",-89.47101,43.549851,"SuperCenter"
1992-08-04,"233 5TH AVE. EXT.","Gloversville","NY",-74.38473,43.014523,"Wal-MartStore"
1992-08-04,"265 ROUTE 73 NORTH","Berlin","NJ",-74.93392,39.807695,"Wal-MartStore"
1992-08-04,"3883 BURBANK ROAD","Wooster","OH",-81.95726,40.800086,"SuperCenter"
1992-08-04,"6788 RT 31 EAST","Village of Newark","NY",-77.09424,43.052126,"Wal-MartStore"
1992-08-04,"1001 NORTH RANDALL ROAD","Elgin","IL",-88.32393,42.034776,"Wal-MartStore"
1992-08-04,"180 CEDAR FALLS ROAD","Menomonie","WI",-91.92915,44.86877,"SuperCenter"
1992-08-04,"1 HILLTOP PLAZA","Kittanning","PA",-79.49922,40.809467,"Wal-MartStore"
1992-08-04,"9101 ALBEMARLE ROAD","Charlotte","NC",-80.66822,35.192919,"Wal-MartStore"
1992-08-04,"495 EISENHOWER DRIVE","Hanover","PA",-76.97727,39.795301,"SuperCenter"
1992-08-04,"2515 ELLSWORTH ROAD","Ypsilanti","MI",-83.63316,42.223482,"Wal-MartStore"
1992-08-04,"1819 EAST NOBLE AVENUE","Visalia","CA",-119.24027,36.358928,"Wal-MartStore"
1992-08-04,"6545 NORTH LANDMARK DRIVE","Park City","UT",-111.53674,40.726899,"Wal-MartStore"
1992-08-04,"250 CROSSROADS DR","Stevens Point","WI",-89.54399,44.452277,"SuperCenter"
1992-08-04,"1800 CARL D SILVER PKWY","Fredericksburg","VA",-77.47077,38.301829,"SuperCenter"
1992-08-04,"135 N.E. TERRY LANE","Grants Pass","OR",-123.33162,42.4631,"SuperCenter"
1992-08-04,"3041 NORTH RAINBOW BLVD.","Las Vegas (NW)","NV",-115.22363,36.205718,"Wal-MartStore"
1992-08-04,"1205 SOUTH MAIN STREET","Manteca","CA",-121.23578,37.782332,"Wal-MartStore"
1992-08-04,"7992 CRAIN HWY.","Glen Burnie","MD",-76.6306,39.164158,"Wal-MartStore"
1992-08-04,"PA. RT.18/WAL-MART PLAZA SHPG.","Monaca","PA",-80.28881,40.677132,"SuperCenter"
1992-09-01,"3315 NORTH UNIVERSITY STREET","Peoria","IL",-89.63633,40.709237,"Wal-MartStore"
1992-09-01,"2350 WEST KETTLEMAN LANE","Lodi","CA",-121.32282,38.132618,"Wal-MartStore"
1992-09-01,"1102 MILLION DOLLAR HWY","St. Marys","PA",-78.54272,41.4376,"SuperCenter"
1992-09-01,"1710 APPLE GLEN BLVD","Fort Wayne","IN",-85.23878,41.054247,"SuperCenter"
1992-09-01,"149 MIDWAY BLVD","Elyria","OH",-82.10874,41.369846,"Wal-MartStore"
1992-09-01,"199 WEST 5TH ST.","Douglas","AZ",-109.55035,31.382775,"SuperCenter"
1992-09-01,"320 EAST HANES MILL ROAD","Winston-Salem","NC",-80.23423,36.147887,"SuperCenter"
1992-09-01,"42 FAIRHAVEN COMMONS WAY","Fairhaven","MA",-70.8814,41.634152,"Wal-MartStore"
1992-09-30,"7701 FRONTAGE ROAD","Overland Park","KS",-94.67528,38.992255,"Wal-MartStore"
1992-09-30,"3167 SOUTH STATE RD 3","New Castle","IN",-85.3697,39.92698,"SuperCenter"
1992-09-30,"2155 N TELEGRAPH RD","Monroe","MI",-83.38515,41.940898,"Wal-MartStore"
1992-09-30,"3002 STACY ALLISON WAY","Woodburn","OR",-122.84521,45.144415,"SuperCenter"
1992-09-30,"1805 CENTRAL PARK DRIVE","Steamboat Springs","CO",-106.92691,40.348242,"Wal-MartStore"
1992-09-30,"701 OLDS ST","Jonesville","MI",-84.64548,42.018585,"SuperCenter"
1992-09-30,"3949 ROUTE 31","Clay","NY",-76.18002,43.1835,"Wal-MartStore"
1992-09-30,"2405 VESTAL PKWY E","Vestal","NY",-76.02837,42.075874,"SuperCenter"
1992-09-30,"1521 SAM'S CIRCLE","Chesapeake (E)","VA",-76.24511,36.761698,"SuperCenter"
1992-09-30,"4980 EAST SILVER SPRINGS BLVD","Ocala","FL",-82.10556,29.198704,"SuperCenter"
1992-09-30,"400 BUTLER COMMONS","Butler","PA",-79.9113,40.877664,"SuperCenter"
1992-09-30,"1550 NORTH MAIN","North Logan","UT",-111.80904,41.780998,"SuperCenter"
1992-09-30,"11619 ISLAND AVENUE","Lagrande","OR",-118.08197,45.32627,"Wal-MartStore"
1992-11-02,"975 HILTON HEIGHTS ROAD","Charlottesville","VA",-78.50149,38.072402,"Wal-MartStore"
1992-11-02,"265 CAMDEN STREET","Rockland","ME",-69.11366,44.108735,"Wal-MartStore"
1992-11-02,"79295 US HWY 111","LaQuinta","CA",-116.29649,33.675373,"SuperCenter"
1992-11-02,"3680 WEST SHAW","Fresno","CA",-119.83198,36.831723,"Wal-MartStore"
1992-11-02,"5601 EAST RAMON ROAD","Cathedral City","CA",-116.54344,33.842984,"SuperCenter"
1992-11-02,"4424 WEST WENDOVER AVE.","Greensboro","NC",-79.87112,36.025379,"SuperCenter"
1992-11-02,"2375 NORTH 99 WEST","McMinnville","OR",-123.20747,45.210104,"Wal-MartStore"
1992-11-02,"1730 LINCON WAY E","Chambersburg","PA",-77.66139,39.931123,"SuperCenter"
1992-11-02,"1231 SO. SANDERSON AVENUE","Hemet","CA",-117.0217,33.736743,"SuperCenter"
1992-11-02,"9303 MENTOR AVENUE","Mentor","OH",-81.33378,41.688162,"Wal-MartStore"
1992-11-02,"2202 EAST HWY 7","Montevideo","MN",-95.7066,44.985313,"Wal-MartStore"
1992-11-02,"5815 NORELL AVE","Oak Park Heights","MN",-92.82581,45.054551,"Wal-MartStore"
1992-11-02,"8000 LAKELAND AVENUE","Brooklyn Park","MN",-93.3789,45.112742,"Wal-MartStore"
1992-11-02,"1410 EAST BRIDGE STREET","Redwood Falls","MN",-95.12732,44.540923,"Wal-MartStore"
1992-11-02,"280 WOODWORD ROAD","Westminster","MD",-76.98926,39.563901,"Wal-MartStore"
1992-11-02,"20823 NYS RT 3","Watertown","NY",-75.91199,43.976735,"Wal-MartStore"
1992-11-02,"2700 WASCO AVE","Hood River","OR",-121.5368,45.673147,"Wal-MartStore"
1992-11-02,"1250 WEST HENDERSON AVENUE","Porterville","CA",-119.01595,36.055121,"Wal-MartStore"
1992-11-02,"530 NORTH 2ND EAST","Rexburg","ID",-111.80942,43.80991,"Wal-MartStore"
1992-11-02,"3400 FLORAL AVENUE","Selma","CA",-119.62201,36.566779,"Wal-MartStore"
1992-11-02,"6520 CARLISLE PIKE/SUITE 550","Mechanicsburg","PA",-77.002296,40.249543,"SuperCenter"
1992-11-02,"9450 WEST JOLIET ROAD","Hodgkins","IL",-87.87605,41.788536,"Wal-MartStore"
1992-11-02,"385 NORTH OVERLAND AVENUE","Burley","ID",-113.79857,42.496588,"SuperCenter"
1992-11-02,"3901 HARRISON AVENUE","Butte","MT",-112.51279,45.996957,"SuperCenter"
1992-11-02,"565 JENSEN GROVE DR.","Blackfoot","ID",-112.39454,43.211238,"SuperCenter"
